"","ID","livebirths","ALB","AFB","ALBna","age","agesq","year","wealth","wealthz","mobility","subsist","population","edu","contra","propag","proppast","propcult","propHG","proplab","propfish","propagz","proppastz","propcultz","propHGz","proplabz","propfishz","unitpropcult","unitpropHG","unitproplab","unitpropag","unitproppast","unitpropfish","unitpropcultz","unitpropHGz","unitproplabz","unitpropagz","unitproppastz","unitpropfishz","residence","income","market","occ1","occ2","partocc","land","livestock","dietpropmarket","dietpropHG","dietpropfarm","dietpropfish","dietproppast","urban","residencesub","agediff","ageissue","age1","agediff1","ageissue2"
"5841","748","4",NA,"23.4739726027397",NA,42,1764,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"5851","749","6",NA,"40.3260273972603",NA,86,7396,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"5861","750","4",NA,"31.6",NA,70,4900,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"5871","751","0",NA,NA,NA,74,5476,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"5881","752","0",NA,NA,NA,53,2809,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"5891","753","0",NA,NA,NA,30,900,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"590","754","0",NA,NA,NA,15,225,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"5915","755","0",NA,NA,NA,37,1369,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"592","756","4",21,"15",NA,37,1369,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,16,0,37,16,0
"593","757","3",NA,"22.3479452054795",NA,40,1600,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"594","758","0",NA,NA,NA,47,2209,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"595","759","1",28,"28",28,49,2401,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,21,0,49,21,0
"597","761","0",NA,NA,NA,23,529,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"598","762","3",33,"21",33,68,4624,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,35,0,68,35,0
"599","763","2",23,"18",23,61,3721,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,38,0,61,38,0
"600","764","0",NA,NA,NA,88,7744,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"6015","765","4",25,"18",25,70,4900,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,45,0,70,45,0
"603","767","2",19,"15",NA,37,1369,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,18,0,37,18,0
"605","769","2",NA,"24.9780821917808",NA,45,2025,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,"lab",0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"606","770","0",NA,NA,NA,33,1089,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"607","772","0",NA,NA,NA,27,729,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"608","773","0",NA,NA,NA,32,1024,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"609","774","0",NA,NA,NA,20,400,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"6105","776","0",NA,NA,NA,33,1089,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"611","777","0",NA,NA,NA,27,729,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"612","778","3",39,"22",39,77,5929,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,38,0,77,38,0
"613","779","0",NA,NA,NA,25,625,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"614","780","0",NA,NA,NA,26,676,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"615","781","4",NA,"23.0054794520548",NA,40,1600,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"6161","782","0",NA,NA,NA,94,8836,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"617","783","0",NA,NA,NA,54,2916,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"618","784","1",38.5561643835616,"38.5561643835616",38.5561643835616,52,2704,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,13.4438356164384,0,52,13.4438356164384,0
"619","785","3",NA,"31.0356164383562",NA,75,5625,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,"lab",0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"6201","786","1",20.0602739726027,"20.0602739726027",NA,34,1156,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,"lab",0,"0",NA,NA,0,0,0,NA,NA,13.9397260273973,0,34,13.9397260273973,0
"622","788","0",NA,NA,NA,61,3721,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"623","789","0",NA,NA,NA,82,6724,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"624","790","0",NA,NA,NA,80,6400,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"6251","791","0",NA,NA,NA,60,3600,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"626","792","0",NA,NA,NA,26,676,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"628","794","0",NA,NA,NA,75,5625,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"6291","795","0",NA,NA,NA,77,5929,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"630","796","1",30.7616438356164,"30.7616438356164",NA,43,1849,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,12.2383561643836,0,43,12.2383561643836,0
"6314","797","4",33,"15",33,71,5041,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,38,0,71,38,0
"6321","798","0",NA,NA,NA,82,6724,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"6331","799","0",NA,NA,NA,79,6241,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"684","852","1",29,"29",29,66,4356,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"settlement",0,"medium","forager",NA,NA,0,"0",NA,NA,0,0,0,"rural","HG",37,0,66,37,0
"7114","882","2",NA,"31.0219178082192",NA,80,6400,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"7141","885","3",NA,"33.0219178082192",NA,92,8464,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"715","886","3",38,"24",38,88,7744,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,50,0,88,50,0
"7161","887","3",NA,"30.3369863013699",NA,89,7921,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"717","888","3",22,"18",22,82,6724,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,60,0,82,60,0
"7231","894","5",NA,"37.0246575342466",NA,85,7225,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"785","959","3",38,"21",NA,39,1521,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"settlement",0,"medium","lab",NA,NA,0,"0",NA,NA,0,0,0,"rural","HG",1,0,39,1,0
"786","960","10",NA,"20.6739726027397",NA,46,2116,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,"lab",0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"7871","961","2",NA,"43.6438356164384",NA,56,3136,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"settlement",0,"medium","lab",NA,NA,0,"0",NA,NA,0,0,0,"rural","HG",NA,NA,NA,NA,NA
"788","962","1",19,"19",19,57,3249,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,"forager",0,"0",NA,NA,0,0,0,NA,NA,38,0,57,38,0
"790","965","1",22.9342465753425,"22.9342465753425",NA,32,1024,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium","lab",NA,"lab",0,"0",NA,NA,0,0,0,NA,NA,9.0657534246575,0,32,9.0657534246575,0
"792","967","1",32.358904109589,"32.358904109589",NA,38,1444,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,"lab",0,"0",NA,NA,0,0,0,NA,NA,5.641095890411,0,38,5.641095890411,0
"801","978","3",15,"11",NA,29,841,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,14,0,29,14,0
"8061","987","0",NA,"39.2054794520548",NA,50,2500,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"8103","996","8",NA,"25.158904109589",NA,44,1936,2007,1,1.04401115930717,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"settlement",0,"medium","forager",NA,"lab",0,"0",NA,NA,0,0,0,"rural","HG",NA,NA,NA,NA,NA
"816","1004","1",27.0547945205479,"27.0547945205479",NA,35,1225,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,7.9452054794521,0,35,7.9452054794521,0
"8171","1006","3",NA,"30.8383561643836",NA,62,3844,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"820","1009","3",NA,"23.8191780821918",NA,37,1369,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"settlement",0,"medium","lab",NA,"lab",0,"0",NA,NA,0,0,0,"rural","HG",NA,NA,NA,NA,NA
"822","1012","4",32,"28",32,71,5041,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,39,0,71,39,0
"8321","1024","2",NA,"20.5260273972603",NA,44,1936,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"8391","1038","1",17,"17",NA,38,1444,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,21,0,38,21,0
"844","1043","2",NA,"24.041095890411",NA,40,1600,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"city",0,"medium","lab",NA,NA,0,"0",NA,NA,0,0,0,"urban","market",NA,NA,NA,NA,NA
"849","1050","1",36.627397260274,"36.627397260274",36.627397260274,48,2304,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,11.372602739726,0,48,11.372602739726,0
"851","1052","0",NA,NA,NA,53,2809,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0
"8561","1060","1",16,"16",16,51,2601,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"medium",NA,NA,NA,0,"0",NA,NA,0,0,0,NA,NA,35,0,51,35,0
"8571","1061","2",23,"17",NA,43,1849,2007,0,-0.372690482498669,0,"HG","Dolgan/Niaa",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"settlement",0,"medium","lab",NA,NA,0,"0",NA,NA,0,0,0,"rural","HG",20,0,43,20,0
